NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Name
0.07,0.06,0.0,0.02,0.14,76.0,42.0,8.2,33.0,Shadow Hearts: From The New World
0.13,0.01,0.0,0.01,0.14,56.0,13.0,6.1,8.0,Rayman Raving Rabbids
0.0,0.13,0.0,0.01,0.14,83.0,29.0,8.5,1613.0,Terraria
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,Derby Stallion Gold
0.07,0.06,0.0,0.02,0.14,71.0,21.0,7.5,24.0,CSI: 3 Dimensions of Murder
0.07,0.06,0.0,0.02,0.14,63.0,22.0,7.5,24.0,Barbarian
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,Tennis no Oji-Sama: Aim at The Victory!
0.11,0.03,0.0,0.01,0.14,59.0,36.0,3.0,4.0,L.A. Rush
0.12,0.01,0.0,0.01,0.14,64.0,9.0,7.5,24.0,Rubik's World
0.09,0.0,0.04,0.01,0.14,56.0,6.0,7.2,36.0,Record of Agarest War 2
0.01,0.0,0.13,0.0,0.14,68.0,18.0,7.5,24.0,QuickSpot
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,"Lunar 2: Eternal Blue(sales, but wrong system)"
0.08,0.05,0.0,0.01,0.14,71.0,21.0,7.5,24.0,Pipe Dreams 3D
0.12,0.01,0.0,0.01,0.14,59.0,9.0,5.0,13.0,Skylanders Giants
0.13,0.0,0.0,0.01,0.14,59.0,29.0,8.0,6.0,Spider-Man: Friend or Foe
0.08,0.05,0.0,0.01,0.14,71.0,21.0,7.5,24.0,Fox Sports Golf '99
0.07,0.06,0.0,0.02,0.14,71.0,21.0,3.0,5.0,Power Rangers: Super Legends
0.07,0.06,0.0,0.02,0.14,71.0,21.0,7.5,24.0,Jurassic: The Hunted
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,Sakura Wars GB
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,Shining Force CD
0.07,0.06,0.0,0.02,0.14,74.0,22.0,8.9,72.0,Fatal Frame
0.1,0.04,0.0,0.0,0.14,83.0,21.0,7.8,8.0,Rayman 3
0.08,0.05,0.0,0.01,0.14,71.0,21.0,7.5,24.0,The Fifth Element
0.07,0.03,0.02,0.02,0.14,80.0,10.0,7.7,31.0,BlazBlue: Chrono Phantasma Extend
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,Okaeri! Chibi-Robo! Happy Richie Oosouji
0.07,0.06,0.0,0.02,0.14,69.0,38.0,7.3,17.0,Wild ARMs 4
0.11,0.03,0.0,0.0,0.14,60.0,7.0,5.6,7.0,Ratatouille
0.11,0.0,0.0,0.03,0.14,50.0,4.0,2.3,6.0,G.I. Joe: The Rise of Cobra
0.07,0.05,0.0,0.02,0.14,58.0,7.0,3.5,6.0,Casper: Spirit Dimensions
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,Super Robot Taisen OG Saga: Endless Frontier (JP sales)
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,Sengoku Musou 3 Empires
0.08,0.05,0.0,0.01,0.14,71.0,21.0,7.5,24.0,Thunder Truck Rally
0.1,0.04,0.0,0.0,0.14,71.0,21.0,7.5,24.0,Klonoa: Empire of Dreams
0.07,0.06,0.0,0.01,0.14,43.0,4.0,7.5,24.0,SafeCracker: The Ultimate Puzzle Adventure
0.13,0.0,0.0,0.01,0.14,79.0,36.0,7.9,26.0,Geometry Wars: Galaxies
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,Famista Returns
0.07,0.06,0.0,0.02,0.14,75.0,29.0,6.5,106.0,Syndicate
0.12,0.02,0.0,0.01,0.14,50.0,32.0,7.5,24.0,Adrenalin Misfits
0.13,0.0,0.0,0.01,0.14,71.0,21.0,7.5,24.0,Karaoke Revolution Glee: Volume 3
0.09,0.03,0.01,0.01,0.14,82.0,29.0,7.7,72.0,Cave Story 3D
0.08,0.05,0.0,0.01,0.14,71.0,21.0,7.5,24.0,Iron & Blood
0.12,0.01,0.0,0.02,0.14,82.0,28.0,7.5,36.0,Mega Man Powered Up
0.13,0.0,0.0,0.01,0.14,71.0,21.0,7.5,24.0,Balloon Pop
0.06,0.0,0.08,0.01,0.14,61.0,12.0,7.1,12.0,Class of Heroes
0.07,0.05,0.0,0.02,0.14,76.0,48.0,8.0,23.0,Second Sight
0.07,0.01,0.05,0.01,0.14,66.0,32.0,7.5,24.0,Heroes of Mana
0.0,0.14,0.0,0.01,0.14,81.0,41.0,8.4,1588.0,Alien: Isolation
0.11,0.02,0.0,0.02,0.14,71.0,21.0,7.5,24.0,G.I. Joe: The Rise of Cobra
0.03,0.11,0.0,0.01,0.14,74.0,50.0,5.3,529.0,Just Cause 3
0.07,0.05,0.0,0.02,0.14,59.0,27.0,7.5,24.0,Monster House
0.07,0.05,0.0,0.02,0.14,81.0,40.0,7.9,22.0,Phantom Brave
0.09,0.04,0.0,0.01,0.14,38.0,40.0,5.7,22.0,Thor: God of Thunder
0.08,0.05,0.0,0.01,0.14,70.0,8.0,7.5,24.0,Championship Motocross 2001 featuring Ricky Carmichael
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,Kenka Banchou 5: Otoko no Housoku
0.13,0.0,0.0,0.02,0.14,76.0,5.0,8.2,5.0,Bejeweled 3
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,Doshin the Giant
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,Star Ocean: Blue Sphere
0.1,0.04,0.0,0.0,0.14,71.0,21.0,7.5,24.0,Shrek 2 and Shark Tale 2-in-1 Pack
0.07,0.05,0.0,0.02,0.14,71.0,21.0,7.5,24.0,Mojo!
0.0,0.0,0.13,0.01,0.14,71.0,21.0,7.5,24.0,Kamen Rider Ryuki
0.0,0.0,0.13,0.01,0.14,71.0,21.0,7.5,24.0,Front Mission Alternative
0.13,0.0,0.0,0.01,0.14,71.0,21.0,7.5,24.0,World Championship Poker: Howard Lederer - All In
0.11,0.03,0.0,0.0,0.14,78.0,22.0,8.5,6.0,FIFA Soccer 2005
0.07,0.02,0.05,0.01,0.14,74.0,6.0,7.9,12.0,Harvest Moon: Hero of Leaf Valley
0.13,0.0,0.0,0.01,0.14,71.0,21.0,7.5,24.0,Diner Dash: Flo on the Go
0.07,0.0,0.06,0.01,0.14,68.0,13.0,7.3,21.0,Hexyz Force
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,Power Stone
0.07,0.05,0.0,0.02,0.14,44.0,14.0,5.7,6.0,Jonny Moseley Mad Trix
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,Uta no * Prince-Sama: Repeat
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,Senran Kagura Burst: Guren no Sh?jo-tachi
0.07,0.05,0.0,0.02,0.14,79.0,28.0,8.6,8.0,MTV Music Generator 3: This Is the Remix
0.13,0.0,0.0,0.01,0.14,71.0,21.0,7.5,24.0,Cake Mania 3
0.07,0.0,0.06,0.01,0.14,71.0,21.0,7.5,24.0,Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,Gundam Breaker 2
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,.hack//Link
0.11,0.03,0.0,0.01,0.14,35.0,24.0,2.0,10.0,Terminator 3: Rise of the Machines
0.11,0.03,0.0,0.01,0.14,81.0,35.0,8.1,10.0,SSX On Tour
0.11,0.03,0.0,0.01,0.14,84.0,12.0,8.4,5.0,NCAA College Basketball 2K3
0.07,0.0,0.06,0.01,0.14,59.0,26.0,5.4,8.0,Victorious Boxers: Revolution
0.0,0.09,0.02,0.02,0.14,40.0,17.0,2.9,9.0,Farming Simulator 2013
0.03,0.0,0.11,0.0,0.14,63.0,25.0,6.9,11.0,The Legend of Heroes II: Prophecy of the Moonlight Witch
0.1,0.04,0.0,0.0,0.14,81.0,24.0,8.5,15.0,Doom
0.09,0.04,0.0,0.01,0.14,71.0,21.0,7.5,24.0,Hidden Mysteries: Salem Secrets - Witch Trials of 1692
0.08,0.05,0.0,0.01,0.14,71.0,21.0,7.5,24.0,Mary-Kate and Ashley: Winners Circle
0.0,0.13,0.0,0.02,0.14,71.0,21.0,7.5,24.0,Jewel Quest Solitaire
0.07,0.05,0.0,0.02,0.14,67.0,26.0,6.6,26.0,PaRappa The Rapper 2
0.11,0.03,0.0,0.01,0.14,71.0,21.0,7.5,24.0,OutRun 2
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,Okami
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,Marvel vs. Capcom 2: New Age of Heroes
0.13,0.0,0.0,0.01,0.14,65.0,12.0,7.5,24.0,Super Dodgeball Brawlers
0.13,0.0,0.0,0.01,0.14,64.0,12.0,7.1,12.0,NFL Head Coach 09
0.11,0.03,0.0,0.01,0.14,81.0,27.0,9.1,32.0,Hitman: Blood Money
0.0,0.0,0.13,0.01,0.14,71.0,21.0,7.5,24.0,Soukaigi
0.09,0.0,0.04,0.01,0.14,77.0,16.0,7.0,13.0,PANGYA: Fantasy Golf
0.13,0.0,0.0,0.01,0.14,71.0,21.0,7.5,24.0,Fast Food Panic
0.07,0.05,0.0,0.02,0.14,68.0,4.0,7.5,24.0,Pipe Mania
0.01,0.01,0.11,0.01,0.14,71.0,21.0,7.5,24.0,Xevious 3D/G+
0.07,0.05,0.01,0.01,0.14,71.0,21.0,5.7,148.0,Metal Gear Solid V: Ground Zeroes
0.13,0.0,0.0,0.01,0.14,65.0,22.0,6.8,4.0,Gretzky NHL 06
0.1,0.04,0.0,0.0,0.14,71.0,21.0,7.5,24.0,Shonen Jump's Shaman King: Master of Spirits
0.09,0.04,0.0,0.01,0.14,71.0,21.0,7.5,24.0,Kid Adventures: Sky Captain
0.11,0.03,0.0,0.01,0.14,72.0,12.0,7.8,4.0,NFL Blitz 20-03
0.11,0.0,0.02,0.02,0.14,67.0,43.0,5.2,16.0,PaRappa The Rapper
0.07,0.05,0.0,0.02,0.14,72.0,24.0,7.9,8.0,Pirates: The Legend of Black Kat
0.07,0.05,0.0,0.02,0.14,64.0,15.0,7.3,37.0,Fur Fighters: Viggo's Revenge
0.07,0.05,0.0,0.02,0.14,39.0,35.0,4.4,19.0,Thor: God of Thunder
0.13,0.01,0.0,0.0,0.14,71.0,21.0,7.5,24.0,Krull
0.1,0.0,0.01,0.03,0.14,71.0,21.0,7.5,24.0,The Walking Dead: Season One
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,Yu-Gi-Oh! Monster Capture GB
0.1,0.04,0.0,0.0,0.14,71.0,21.0,7.5,24.0,Zapper: One Wicked Cricket!
0.04,0.08,0.0,0.02,0.14,80.0,47.0,5.5,17.0,Skylanders Imaginators
0.12,0.01,0.0,0.01,0.14,71.0,21.0,7.5,24.0,"NewU Fitness First Mind Body, Yoga & Pilates Workout"
0.07,0.05,0.0,0.02,0.14,54.0,43.0,8.0,24.0,The Da Vinci Code
0.11,0.03,0.0,0.01,0.14,71.0,21.0,7.5,24.0,Scooby-Doo! Night of 100 Frights
0.0,0.01,0.13,0.0,0.14,71.0,21.0,7.5,24.0,Naruto Shippuden: Ninja Destiny 3
0.05,0.08,0.0,0.02,0.14,47.0,6.0,7.5,24.0,Ford Racing Off Road
0.13,0.0,0.0,0.01,0.14,19.0,4.0,3.1,7.0,Chicken Shoot
0.11,0.03,0.0,0.0,0.14,77.0,16.0,8.7,7.0,Dead to Rights
0.12,0.01,0.0,0.01,0.14,71.0,23.0,8.4,29.0,Scarface: The World is Yours
0.04,0.08,0.0,0.02,0.14,54.0,8.0,7.4,7.0,Top Spin 4
0.11,0.03,0.0,0.0,0.14,79.0,22.0,8.8,12.0,Sphinx and the Cursed Mummy
0.07,0.06,0.0,0.01,0.14,71.0,21.0,7.5,24.0,Disney's Planes
0.13,0.0,0.0,0.01,0.14,71.0,21.0,7.5,24.0,MX vs. ATV Reflex
0.13,0.0,0.0,0.01,0.14,62.0,10.0,7.5,24.0,Hero's Saga Laevatein Tactics
0.07,0.05,0.0,0.02,0.14,71.0,21.0,6.6,5.0,Cabela's Outdoor Adventures (2009)
0.13,0.0,0.0,0.01,0.14,64.0,9.0,5.4,13.0,Cranium Kabookii
0.08,0.05,0.0,0.01,0.14,71.0,21.0,7.5,24.0,T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy
0.13,0.0,0.0,0.01,0.14,71.0,21.0,7.5,24.0,Active Life Explorer
0.04,0.08,0.0,0.02,0.14,88.0,28.0,8.0,116.0,XCOM 2
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,Naruto RPG 2: Chidori vs Rasengan
0.13,0.0,0.0,0.01,0.14,71.0,21.0,7.5,24.0,Our House Party!
0.03,0.1,0.0,0.01,0.14,79.0,9.0,7.3,65.0,Pro Evolution Soccer 2015
0.0,0.0,0.13,0.01,0.14,71.0,21.0,7.5,24.0,Project V6
0.08,0.05,0.0,0.01,0.14,69.0,9.0,7.3,14.0,Destruction Derby Raw
0.05,0.08,0.0,0.01,0.14,60.0,18.0,6.0,58.0,Risen 2: Dark Waters
0.07,0.05,0.0,0.02,0.14,78.0,21.0,8.3,7.0,World Tour Soccer 2003
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,Akiba's Trip
0.13,0.0,0.0,0.01,0.14,38.0,4.0,7.5,24.0,Arctic Tale
0.08,0.05,0.0,0.01,0.14,71.0,21.0,7.5,24.0,Bravo Air Race
0.07,0.05,0.0,0.02,0.14,71.0,21.0,7.5,24.0,Onimusha Essentials
0.0,0.0,0.13,0.01,0.14,71.0,21.0,7.5,24.0,Gundam: The Battle Master
0.07,0.07,0.0,0.01,0.14,71.0,21.0,7.5,24.0,Ben 10 Galactic Racing
0.0,0.12,0.0,0.02,0.14,77.0,38.0,7.5,589.0,ArmA II
0.05,0.07,0.0,0.02,0.14,71.0,21.0,4.1,9.0,WWE 2K17
0.11,0.03,0.0,0.01,0.14,64.0,17.0,9.1,10.0,Spyro: A Hero's Tail
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,¡Shin Chan Flipa en colores!
0.0,0.13,0.0,0.01,0.14,85.0,60.0,8.9,1404.0,Cities: Skylines
0.13,0.0,0.0,0.01,0.14,71.0,21.0,7.5,24.0,Drawn to Life Collection
0.07,0.05,0.0,0.02,0.14,65.0,11.0,8.2,9.0,Eternal Poison
0.07,0.05,0.0,0.02,0.14,62.0,24.0,7.5,24.0,Gretzky NHL 06
0.07,0.05,0.0,0.02,0.14,68.0,50.0,8.7,12.0,Gungrave: Overdose
0.12,0.01,0.0,0.01,0.14,73.0,38.0,8.0,22.0,Metal Slug Anthology
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,Kidou Senshi Gundam: Shin Gihren no Yabou
0.0,0.11,0.0,0.03,0.14,96.0,34.0,9.3,1495.0,The Orange Box
0.08,0.04,0.02,0.01,0.14,90.0,9.0,8.2,225.0,Shovel Knight
0.05,0.08,0.0,0.01,0.14,71.0,21.0,6.8,29.0,Pro Evolution Soccer 2015
0.08,0.05,0.0,0.01,0.14,53.0,10.0,7.5,24.0,NBA ShootOut 2002
0.08,0.05,0.0,0.01,0.14,71.0,21.0,7.5,24.0,The Granstream Saga
0.13,0.0,0.0,0.01,0.14,36.0,10.0,0.5,4.0,Power Gig: Rise of the SixString
0.08,0.0,0.05,0.01,0.14,70.0,35.0,8.9,9.0,Mr. Driller: Drill Spirits
0.11,0.03,0.0,0.0,0.14,71.0,21.0,7.5,24.0,Bio FREAKS
0.11,0.03,0.0,0.0,0.14,71.0,21.0,7.5,24.0,Bassmasters 2000
0.11,0.03,0.0,0.0,0.14,71.0,21.0,7.5,24.0,WCW Backstage Assault
0.11,0.03,0.0,0.0,0.14,71.0,21.0,7.5,24.0,Micro Machines 64 Turbo
0.11,0.03,0.0,0.0,0.14,79.0,10.0,7.7,22.0,Baldur's Gate: Dark Alliance
0.0,0.0,0.13,0.0,0.14,71.0,21.0,7.5,24.0,"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?"
0.08,0.05,0.0,0.01,0.14,71.0,21.0,7.5,24.0,Eternal Eyes
0.08,0.05,0.0,0.01,0.14,71.0,21.0,7.5,24.0,The Walking Dead: Season Two
0.1,0.02,0.0,0.01,0.14,54.0,8.0,7.6,7.0,Dream Pinball 3D
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,Fate/Unlimited Codes
0.01,0.1,0.0,0.02,0.14,93.0,33.0,9.0,1497.0,Star Wars: Knights of the Old Republic
0.07,0.05,0.0,0.02,0.14,67.0,23.0,8.0,16.0,The Operative: No One Lives Forever
0.13,0.0,0.0,0.01,0.14,71.0,21.0,7.5,24.0,Gallop & Ride!
0.02,0.01,0.1,0.01,0.14,71.0,21.0,7.5,24.0,Epidemic
0.11,0.03,0.0,0.0,0.14,60.0,18.0,7.5,24.0,Monster House
0.13,0.0,0.0,0.01,0.14,71.0,21.0,7.5,24.0,Backyard Sports: Sandlot Sluggers
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,Dead or Alive 2
0.13,0.0,0.0,0.01,0.14,71.0,21.0,7.5,24.0,Buck Fever
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,Monster Hunter Diary: Poka Poka Airou Village DX
0.13,0.0,0.0,0.01,0.14,53.0,4.0,5.0,8.0,Cabela's African Safari
0.08,0.05,0.0,0.01,0.14,71.0,21.0,7.5,24.0,NCAA Basketball Final Four 97
0.07,0.05,0.0,0.02,0.14,71.0,17.0,8.5,11.0,Ecco the Dolphin: Defender of the Future
0.13,0.0,0.0,0.01,0.14,71.0,21.0,7.5,24.0,Atari's Greatest Hits: Volume 1
0.08,0.05,0.0,0.01,0.14,71.0,21.0,7.5,24.0,The Bombing Islands
0.1,0.03,0.0,0.01,0.14,71.0,21.0,7.5,24.0,Yogi Bear: The Video Game
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,Earth Defense Force 2: Invaders from Planet Space
0.1,0.03,0.01,0.01,0.14,73.0,57.0,7.2,52.0,Just Cause
0.13,0.0,0.0,0.01,0.14,71.0,21.0,5.3,9.0,Hot Wheels: Beat That!
0.1,0.02,0.02,0.01,0.14,50.0,39.0,5.4,14.0,X-Blades
0.02,0.02,0.09,0.01,0.14,93.0,5.0,7.9,83.0,Odin Sphere: Leifthrasir
0.06,0.07,0.0,0.01,0.14,49.0,12.0,4.1,106.0,Homefront: The Revolution
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,Gyakuten Saiban 2
0.1,0.03,0.0,0.0,0.14,63.0,22.0,8.2,6.0,Godzilla: Save the Earth
0.07,0.05,0.0,0.02,0.14,54.0,6.0,7.5,24.0,Micro Machines
0.06,0.03,0.03,0.01,0.14,55.0,34.0,6.2,33.0,TRINITY: Souls of Zill O'll
0.08,0.05,0.0,0.01,0.14,71.0,21.0,7.5,24.0,Detective Barbie: The Mystery Cruise
0.1,0.04,0.0,0.0,0.14,71.0,21.0,7.5,24.0,Jim Henson's the Muppets: On With the Show!
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,Desire
0.09,0.04,0.0,0.01,0.14,71.0,21.0,6.9,13.0,Asphalt: Urban GT 2
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,Pro Yaky? Spirits 2014
0.05,0.08,0.0,0.01,0.14,65.0,15.0,7.5,4.0,Virtua Tennis 4
0.1,0.04,0.0,0.0,0.14,71.0,5.0,5.5,6.0,Tim Burton's The Nightmare Before Christmas: The Pumpkin King
0.08,0.05,0.0,0.01,0.14,71.0,21.0,7.5,24.0,Frank Thomas Big Hurt Baseball
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,Power Pro Kun Pocket 8
0.11,0.03,0.0,0.01,0.14,66.0,28.0,8.4,13.0,Enclave
0.11,0.03,0.0,0.01,0.14,71.0,21.0,7.5,24.0,Sid Meier's Pirates!
0.07,0.0,0.06,0.01,0.14,64.0,22.0,6.6,19.0,Wild ARMs XF
0.08,0.05,0.0,0.01,0.14,71.0,21.0,7.5,24.0,Bottom of the 9th
0.04,0.08,0.0,0.02,0.14,45.0,16.0,5.9,140.0,7 Days to Die
0.01,0.1,0.0,0.03,0.14,87.0,8.0,8.4,159.0,Rayman Legends
0.08,0.03,0.03,0.0,0.14,51.0,28.0,4.1,22.0,Dino Crisis 3
0.11,0.03,0.0,0.0,0.14,72.0,11.0,7.5,24.0,NFL Blitz 20-03
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,The King of Fighters '94 (CD)
0.12,0.01,0.0,0.01,0.14,71.0,21.0,7.5,24.0,Horse Life Adventures
0.13,0.0,0.0,0.01,0.14,82.0,18.0,5.2,6.0,College Hoops 2K8
0.0,0.11,0.0,0.02,0.14,77.0,32.0,8.1,676.0,Risen
0.08,0.05,0.0,0.01,0.14,71.0,21.0,7.5,24.0,Barbie Explorer
0.1,0.03,0.0,0.0,0.14,68.0,15.0,7.5,24.0,Disney's Chicken Little
0.09,0.04,0.0,0.01,0.14,75.0,25.0,7.9,55.0,Transformers: Devastation
0.1,0.03,0.0,0.01,0.14,77.0,20.0,7.6,448.0,The Darkness II
0.02,0.1,0.0,0.02,0.14,71.0,21.0,8.0,6.0,Age of Empires: Collector's Edition
0.08,0.05,0.0,0.01,0.14,71.0,21.0,7.5,24.0,Agile Warrior F-111X
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,Jikkyou Powerful Pro Yakyuu Wii
0.12,0.01,0.0,0.01,0.14,48.0,32.0,5.7,24.0,Eragon
0.0,0.0,0.14,0.0,0.14,63.0,20.0,8.0,22.0,Dynasty Warriors 7: Empires
0.08,0.05,0.0,0.01,0.14,83.0,9.0,7.4,5.0,Super Puzzle Fighter II Turbo
0.1,0.04,0.0,0.0,0.14,58.0,8.0,7.5,24.0,Star Wars: Jedi Power Battles
0.13,0.0,0.0,0.01,0.14,71.0,21.0,7.5,24.0,Scene It? Bright Lights! Big Screen!
0.04,0.01,0.08,0.0,0.14,71.0,21.0,7.5,24.0,Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation
0.13,0.0,0.0,0.01,0.14,78.0,13.0,8.4,11.0,Bejeweled 3
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,Space Venus starring Morning Musume
0.0,0.0,0.13,0.01,0.14,71.0,21.0,7.5,24.0,To Heart
0.12,0.0,0.0,0.01,0.14,71.0,21.0,7.5,24.0,Let's Cheer
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,RockMan & Forte
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,Doukyuusei
0.03,0.07,0.01,0.02,0.14,63.0,32.0,6.4,45.0,Dead Island Definitive Collection
0.0,0.12,0.0,0.02,0.14,71.0,21.0,7.5,24.0,Dragon Age: Origins - Ultimate Edition
0.13,0.0,0.0,0.01,0.14,71.0,21.0,7.5,24.0,MySims Collection
0.13,0.0,0.0,0.01,0.14,38.0,4.0,7.5,24.0,Master Jin Jin's IQ Challenge
0.11,0.02,0.0,0.01,0.14,72.0,24.0,7.8,12.0,Blazing Angels 2: Secret Missions of WWII
0.13,0.0,0.0,0.01,0.14,71.0,21.0,7.5,24.0,The History Channel: Civil War - A Nation Divided
0.11,0.03,0.0,0.0,0.14,60.0,10.0,7.2,6.0,Rayman Arena
0.11,0.03,0.0,0.0,0.14,71.0,21.0,7.5,24.0,FIFA 06 Soccer
0.08,0.04,0.0,0.01,0.14,71.0,21.0,7.5,24.0,DmC: Devil May Cry
0.11,0.02,0.0,0.01,0.14,58.0,23.0,7.6,10.0,How to Train Your Dragon
0.0,0.12,0.0,0.01,0.14,71.0,21.0,7.5,24.0,Farming Simulator 2012
0.11,0.03,0.0,0.0,0.14,56.0,7.0,7.5,24.0,4x4 EVO 2
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,Pro Yakyuu Netsu Star 2006
0.0,0.13,0.0,0.01,0.14,71.0,31.0,3.8,773.0,Battlefield: Hardline
0.0,0.0,0.13,0.01,0.14,71.0,21.0,7.5,24.0,Cyber Sled
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,Puyo Puyo!! 20th Anniversary
0.03,0.01,0.09,0.0,0.14,58.0,13.0,8.5,8.0,Shining Soul
0.03,0.08,0.0,0.02,0.14,81.0,10.0,8.6,73.0,Brothers: A Tale of Two Sons
0.12,0.01,0.0,0.01,0.14,75.0,8.0,7.5,24.0,Monster Lab
0.03,0.02,0.07,0.01,0.14,71.0,21.0,7.5,24.0,In the Hunt
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,Daytona USA Championship Circuit Edition
0.09,0.03,0.01,0.0,0.14,71.0,21.0,7.5,24.0,Marvel vs. Capcom 2: New Age of Heroes
0.0,0.02,0.0,0.12,0.14,71.0,21.0,7.5,24.0,SNK vs. Capcom: The Match of the Millennium
0.1,0.02,0.0,0.01,0.14,78.0,17.0,6.3,211.0,Dead Rising 2
0.13,0.0,0.0,0.01,0.14,71.0,21.0,7.5,24.0,Paws & Claws: Pet Vet 2
0.0,0.0,0.13,0.0,0.14,71.0,21.0,7.5,24.0,Ape Escape Academy (jp sales)
0.1,0.04,0.0,0.0,0.14,30.0,15.0,3.0,4.0,Fear Factor: Unleashed
0.12,0.0,0.0,0.01,0.14,44.0,8.0,7.5,24.0,Hard Rock Casino
0.12,0.0,0.0,0.01,0.14,71.0,21.0,6.7,6.0,Robots
0.0,0.0,0.13,0.01,0.14,71.0,21.0,7.5,24.0,Houshinengi
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,7th Dragon
0.13,0.0,0.0,0.01,0.14,67.0,7.0,7.5,24.0,Bust-A-Move Deluxe
0.05,0.05,0.02,0.02,0.14,71.0,21.0,7.1,55.0,Murdered: Soul Suspect
0.13,0.0,0.0,0.01,0.14,71.0,21.0,7.5,24.0,Pet Pals: Animal Doctor
0.1,0.04,0.0,0.0,0.14,71.0,21.0,7.5,24.0,LEGO Island Xtreme Stunts
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,Shining Resonance
0.1,0.02,0.0,0.01,0.14,62.0,39.0,8.1,9.0,Heroes over Europe
0.12,0.0,0.0,0.01,0.14,71.0,21.0,7.5,24.0,Alvin and the Chipmunks
0.1,0.03,0.0,0.01,0.14,60.0,19.0,5.8,10.0,Create
0.0,0.0,0.14,0.0,0.14,71.0,21.0,7.5,24.0,World Soccer Winning Eleven 9 Bonus Pack
0.07,0.05,0.0,0.02,0.14,76.0,21.0,6.4,18.0,UEFA Euro 2004: Portugal
0.12,0.0,0.0,0.01,0.14,46.0,11.0,6.7,16.0,Happy Feet
0.1,0.04,0.0,0.0,0.14,71.0,21.0,6.2,5.0,Hot Wheels: World Race
0.13,0.0,0.0,0.01,0.14,71.0,21.0,7.5,24.0,Major League Baseball 2K8
0.0,0.12,0.0,0.02,0.14,71.0,21.0,7.5,24.0,Lips: I Love The 80s
0.1,0.03,0.0,0.0,0.14,68.0,17.0,9.1,7.0,NBA Jam
0.07,0.05,0.0,0.02,0.14,77.0,21.0,7.5,10.0,World Tour Soccer 2002
0.12,0.0,0.0,0.01,0.14,54.0,23.0,6.5,4.0,NBA Ballers: Chosen One
0.13,0.0,0.0,0.01,0.14,71.0,21.0,7.5,24.0,Nicktoons: MLB
